
      日期	    开盘	    最高	    最低	    收盘	    成交量	    成交额
2003/11/19	1313.84	1341.56	1312.56	1338.87	10836911	6814146560.00
2003/11/20	1338.60	1377.12	1336.14	1376.51	21739638	13380558848.00
2003/11/21	1379.94	1394.57	1359.90	1361.56	21161553	13294241792.00
2003/11/24	1360.33	1404.25	1360.23	1404.01	19893087	12446351360.00
2003/11/25	1407.76	1423.58	1400.90	1408.42	27759953	17694564352.00
2003/11/26	1407.30	1413.77	1398.03	1411.91	17701892	11546639360.00
2003/11/27	1412.31	1415.74	1387.79	1389.10	17304761	10391633920.00
2003/11/28	1388.31	1401.46	1385.82	1397.22	13000534	8527279104.00
2003/12/01	1398.71	1432.82	1398.71	1432.70	20067919	12735115264.00
2003/12/02	1437.24	1444.56	1430.24	1435.31	21475946	13495358464.00
2003/12/03	1434.70	1462.07	1424.35	1445.03	23547705	14962535424.00
2003/12/04	1445.40	1454.32	1440.82	1452.81	19941111	13498387456.00
2003/12/05	1454.41	1456.87	1440.79	1451.12	17066734	10803562496.00
2003/12/08	1452.11	1459.48	1435.14	1436.66	15664419	9378391040.00
2003/12/09	1435.10	1443.61	1429.06	1443.37	12432960	7997931008.00
2003/12/10	1449.57	1469.71	1448.50	1469.42	22148787	14404250624.00
2003/12/11	1472.39	1475.38	1460.19	1470.02	20822422	13944439808.00
2003/12/12	1469.70	1472.86	1459.55	1470.79	16078232	10919985152.00
2003/12/15	1471.24	1474.67	1465.51	1470.36	12980440	8374267392.00
2003/12/16	1469.12	1469.13	1441.06	1466.34	18618896	11572602880.00
2003/12/17	1465.61	1480.43	1453.88	1453.99	18767609	12347583488.00
2003/12/18	1450.85	1458.67	1445.08	1457.30	15819152	10571695104.00
2003/12/19	1463.45	1470.21	1429.71	1446.29	26339927	17173741568.00
2003/12/22	1444.17	1493.54	1441.58	1492.96	29921379	19957983232.00
2003/12/23	1497.57	1507.04	1487.11	1500.64	28372572	17794045952.00
2003/12/24	1501.35	1514.32	1498.98	1513.82	24159981	15872843776.00
2003/12/25	1514.93	1525.30	1504.25	1512.60	24967402	15537781760.00
2003/12/26	1513.11	1516.48	1504.13	1514.78	19920922	12495655936.00
2003/12/29	1509.28	1512.97	1495.54	1496.43	19363864	10895812608.00
2003/12/30	1495.67	1513.73	1495.39	1511.69	19449154	11915202560.00
2003/12/31	1513.62	1516.52	1491.25	1497.04	21645524	11757365248.00
2004/01/02	1492.72	1526.24	1491.69	1517.19	18978088	12733814784.00
2004/01/05	1516.80	1568.81	1516.70	1568.35	32784966	21841254400.00
2004/01/06	1568.90	1589.08	1557.93	1574.52	36703573	24432963584.00
2004/01/07	1574.10	1595.00	1565.09	1587.20	34482972	23445573632.00
2004/01/08	1587.45	1616.58	1582.88	1610.13	32013227	22433177600.00
2004/01/09	1612.39	1618.76	1579.69	1581.47	35958290	25376364544.00
2004/01/12	1579.88	1619.09	1573.77	1618.52	26156496	18796959744.00
2004/01/13	1622.05	1627.49	1596.72	1612.68	28434556	20818694144.00
2004/01/14	1612.92	1613.15	1585.91	1592.42	22763200	15858112512.00
2004/01/15	1591.82	1601.41	1582.36	1586.49	20285774	14673937408.00
2004/01/16	1589.38	1604.76	1579.24	1600.43	21985943	16318786560.00
2004/01/29	1605.25	1629.18	1603.31	1628.84	19910392	15044352000.00
2004/01/30	1631.11	1634.41	1589.40	1590.73	26500536	19276343296.00
2004/02/02	1630.65	1650.29	1585.96	1623.88	40309887	27519105024.00
2004/02/03	1625.29	1650.24	1615.81	1649.28	28195284	21305724928.00
2004/02/04	1652.61	1685.77	1652.61	1685.16	36039925	26920898560.00
2004/02/05	1690.94	1693.90	1674.62	1693.43	36343793	26676502528.00
2004/02/06	1690.56	1705.91	1671.40	1679.19	36763884	27101691904.00
2004/02/09	1679.58	1703.77	1679.10	1703.53	28825141	21600661504.00
2004/02/10	1708.90	1715.46	1683.60	1691.01	30284730	22508089344.00
2004/02/11	1691.61	1692.90	1660.01	1677.76	29288747	21184692224.00
2004/02/12	1679.08	1693.01	1660.31	1663.83	29156697	21897484288.00
2004/02/13	1664.60	1672.44	1653.24	1658.54	24025735	18694520832.00
2004/02/16	1661.45	1697.26	1661.44	1696.83	25466730	19640213504.00
2004/02/17	1701.41	1710.86	1693.96	1703.77	31976010	26081818624.00
2004/02/18	1704.74	1719.89	1697.32	1717.10	31098173	25655281664.00
2004/02/19	1719.31	1728.02	1710.70	1717.02	28931695	23778582528.00
2004/02/20	1715.81	1722.57	1702.93	1721.75	26552608	20231540736.00
2004/02/23	1725.59	1730.28	1680.89	1681.65	30566855	24061825024.00
2004/02/24	1675.64	1683.04	1650.18	1682.30	29305681	22155880448.00
2004/02/25	1684.90	1700.50	1642.69	1647.38	26285834	20368703488.00
2004/02/26	1642.41	1655.30	1628.84	1654.90	25085848	18434899968.00
2004/02/27	1657.26	1675.32	1657.04	1675.07	21316242	16570208256.00
2004/03/01	1676.22	1690.07	1661.34	1689.76	21458634	17217837056.00
2004/03/02	1692.62	1694.81	1677.98	1687.28	21959201	17513250816.00
2004/03/03	1686.96	1688.94	1654.56	1661.81	20541767	16061371392.00
2004/03/04	1658.63	1670.16	1642.63	1668.87	19255238	14827440128.00
2004/03/05	1671.06	1675.03	1660.21	1662.10	18133416	13443561472.00
2004/03/08	1660.64	1665.73	1635.44	1637.14	22766481	13470867456.00
2004/03/09	1636.21	1659.65	1634.71	1637.10	18792045	12906083328.00
2004/03/10	1639.68	1678.40	1639.68	1678.07	18952303	13403624448.00
2004/03/11	1680.31	1698.78	1672.67	1691.64	20650830	15886191616.00
2004/03/12	1692.87	1699.25	1680.45	1694.74	18390717	13800068096.00
2004/03/15	1696.94	1738.98	1696.82	1736.22	29065090	22021156864.00
2004/03/16	1741.62	1747.98	1730.73	1745.54	25148778	19447109632.00
2004/03/17	1746.74	1750.71	1730.27	1745.10	21244535	16670630912.00
2004/03/18	1746.18	1755.10	1714.90	1717.26	23578002	17903599616.00
2004/03/19	1715.47	1748.19	1710.84	1747.87	20193521	15102486528.00
2004/03/22	1749.71	1760.08	1742.37	1755.69	20490810	15249723392.00
2004/03/23	1755.32	1755.33	1731.49	1741.69	20729147	16082774016.00
2004/03/24	1740.89	1752.42	1729.51	1740.05	20233070	15730060288.00
2004/03/25	1737.49	1751.81	1725.98	1736.48	18123061	13998752768.00
2004/03/26	1737.06	1741.56	1720.88	1734.05	17971982	14737129472.00
2004/03/29	1734.59	1740.31	1717.86	1719.67	17799933	14482738176.00
2004/03/30	1718.78	1727.18	1711.66	1724.28	15167516	12430704640.00
2004/03/31	1726.57	1745.70	1724.21	1741.62	17695363	14335412224.00
2004/04/01	1744.71	1758.98	1741.33	1758.15	19312172	16210460672.00
2004/04/02	1760.47	1771.67	1756.65	1768.65	23211071	19086850048.00
2004/04/05	1771.74	1774.12	1753.71	1766.48	26351057	21888636928.00
2004/04/06	1767.32	1777.74	1754.74	1777.52	25421633	20996528128.00
2004/04/07	1779.43	1783.01	1771.13	1774.55	24717080	20685041664.00
2004/04/08	1774.40	1778.09	1765.02	1770.28	24467966	20846147584.00
2004/04/09	1770.91	1778.22	1721.59	1727.35	26828828	22388758528.00
2004/04/12	1717.20	1729.62	1702.40	1722.99	20293370	16483344384.00
2004/04/13	1724.58	1734.92	1710.39	1715.14	20636893	16871474176.00
2004/04/14	1714.53	1716.82	1678.34	1697.16	21530458	17010101248.00
2004/04/15	1697.24	1705.02	1674.91	1679.08	16507157	13086201856.00
2004/04/16	1678.97	1694.56	1656.30	1693.86	19029895	14600336384.00
2004/04/19	1695.33	1698.69	1672.35	1675.89	14759026	11779389440.00
2004/04/20	1674.36	1682.05	1659.95	1669.42	13670256	11149700096.00
2004/04/21	1669.38	1675.36	1645.08	1651.58	15865939	12346708992.00
2004/04/22	1649.05	1659.79	1637.29	1657.79	13383034	10312609792.00
2004/04/23	1653.94	1653.99	1632.56	1635.50	13463930	9905267712.00
2004/04/26	1633.27	1644.50	1623.05	1635.50	10944212	8358153216.00
2004/04/27	1636.44	1640.69	1608.81	1611.86	13376478	10466141184.00
2004/04/28	1606.42	1615.14	1589.10	1606.80	13260498	10233720832.00
2004/04/29	1605.30	1613.56	1578.09	1579.45	14230964	11058968576.00
2004/04/30	1579.97	1599.56	1572.23	1595.59	12990051	9997848576.00
2004/05/10	1600.63	1603.07	1555.26	1560.21	8718337	6365467648.00
2004/05/11	1556.72	1570.76	1545.63	1568.06	8208075	6157000192.00
2004/05/12	1568.41	1604.42	1564.14	1603.77	11874966	8758266880.00
2004/05/13	1605.70	1606.07	1589.46	1597.57	9567336	7357138432.00
2004/05/14	1596.73	1597.32	1558.54	1562.69	10072769	7395139072.00
2004/05/17	1556.67	1562.39	1537.47	1539.96	8873142	6529652736.00
2004/05/18	1537.34	1555.86	1526.24	1555.44	12609870	9817234432.00
2004/05/19	1559.26	1575.38	1548.16	1558.29	13211805	9647800320.00
2004/05/20	1556.69	1571.30	1542.22	1549.06	10559511	7179558400.00
2004/05/21	1548.56	1559.86	1545.62	1558.33	10149540	6499432960.00
2004/05/24	1559.55	1562.33	1547.36	1550.35	9315736	6136397824.00
2004/05/25	1549.02	1549.59	1516.34	1518.05	10111280	7124520448.00
2004/05/26	1515.16	1529.91	1508.65	1524.44	8092712	5588707840.00
2004/05/27	1524.94	1559.55	1515.97	1557.18	13529194	9372703744.00
2004/05/28	1558.42	1561.00	1545.65	1548.72	9525949	6709097472.00
2004/05/31	1549.03	1556.79	1544.71	1555.91	8092426	5650060288.00
2004/06/01	1555.56	1579.82	1553.12	1579.66	14386479	11152591872.00
2004/06/02	1580.21	1580.57	1562.24	1567.07	14522630	11768786944.00
2004/06/03	1566.42	1566.83	1540.74	1543.53	11785274	9256826880.00
2004/06/04	1541.09	1549.50	1534.99	1542.09	11746335	8254707200.00
2004/06/07	1538.46	1538.50	1508.87	1517.15	9975911	7136524800.00
2004/06/08	1514.78	1519.99	1488.63	1493.81	10754945	7830858240.00
2004/06/09	1492.20	1497.18	1464.16	1468.07	12367769	8841884672.00
2004/06/10	1465.56	1478.17	1456.32	1468.34	11337074	7825039872.00
2004/06/11	1471.69	1499.46	1469.54	1472.07	11086339	7828671488.00
2004/06/14	1471.45	1471.45	1431.31	1438.74	11295659	7664483840.00
2004/06/15	1436.08	1469.57	1433.03	1463.78	10726086	7284825088.00
2004/06/16	1465.23	1491.69	1452.58	1475.42	11787133	7916291072.00
2004/06/17	1475.27	1478.49	1443.53	1445.50	9847524	6830784000.00
2004/06/18	1442.48	1442.48	1411.03	1427.30	10520460	7389534208.00
2004/06/21	1421.83	1434.20	1414.97	1433.47	8221234	5892775936.00
2004/06/22	1434.42	1456.13	1430.96	1450.68	11141369	8352979456.00
2004/06/23	1450.07	1450.11	1428.80	1440.73	8713056	6537909248.00
2004/06/24	1438.31	1447.39	1426.49	1427.75	9506898	6965151232.00
2004/06/25	1426.55	1434.47	1399.39	1401.11	9854145	7095026176.00
2004/06/28	1396.36	1397.52	1380.20	1385.18	8313757	5648446464.00
2004/06/29	1384.64	1409.38	1376.22	1408.69	10654000	6880065536.00
2004/06/30	1408.27	1415.84	1394.68	1399.16	8709699	5603837952.00
2004/07/01	1398.20	1445.10	1396.35	1441.07	14580098	9447359488.00
2004/07/02	1441.12	1447.61	1428.07	1441.19	11068766	7289871360.00
2004/07/05	1440.17	1444.93	1429.12	1444.59	8398896	5442176000.00
2004/07/06	1445.40	1466.78	1445.32	1450.03	12255000	8098817536.00
2004/07/07	1448.95	1448.96	1434.29	1438.40	8110749	5357677056.00
2004/07/08	1436.47	1440.64	1426.95	1439.78	7158494	4666150912.00
2004/07/09	1439.73	1451.75	1429.14	1430.65	7418729	4926662656.00
2004/07/12	1426.25	1426.25	1393.81	1397.15	8930134	5693310976.00
2004/07/13	1395.35	1403.14	1389.16	1399.46	7358626	4600439296.00
2004/07/14	1399.86	1408.99	1378.91	1403.76	10506909	6593246208.00
2004/07/15	1404.47	1422.26	1399.98	1421.54	12771154	8411706368.00
2004/07/16	1423.69	1458.39	1422.24	1456.13	22935943	14594783232.00
2004/07/19	1456.77	1465.84	1447.05	1457.54	13493061	8966334464.00
2004/07/20	1457.23	1457.29	1440.06	1447.94	12447571	8293449216.00
2004/07/21	1446.52	1452.86	1436.85	1448.04	9644045	6550139904.00
2004/07/22	1448.13	1449.69	1404.54	1407.44	13235340	8772963328.00
2004/07/23	1403.36	1408.46	1387.26	1407.40	10997608	6963159552.00
2004/07/26	1401.84	1401.88	1381.91	1387.67	8444411	5325877248.00
2004/07/27	1386.99	1395.31	1373.42	1384.13	9508097	5857960960.00
2004/07/28	1385.50	1397.17	1366.50	1388.81	10422292	6219950592.00
2004/07/29	1388.62	1407.36	1385.96	1407.33	11508945	7160332288.00
2004/07/30	1408.49	1409.12	1384.74	1386.20	9311763	5895365632.00
2004/08/02	1381.88	1383.08	1370.50	1373.22	7271499	4757135872.00
2004/08/03	1371.28	1378.20	1363.69	1366.26	7792464	5450751488.00
2004/08/04	1365.67	1424.55	1364.01	1404.51	17709083	10878660608.00
2004/08/05	1402.37	1413.08	1387.55	1389.04	11043246	6826090496.00
2004/08/06	1388.07	1400.95	1380.31	1390.46	9235484	5914393088.00
2004/08/09	1388.08	1397.59	1382.94	1395.85	8224818	5088668672.00
2004/08/10	1396.62	1404.72	1390.94	1400.77	7162672	4532793856.00
2004/08/11	1401.02	1401.25	1382.24	1384.96	7948078	4834778112.00
2004/08/12	1378.79	1378.79	1357.08	1368.20	8755345	5170554880.00
2004/08/13	1361.98	1377.82	1358.31	1368.45	8592050	5377719296.00
2004/08/16	1366.52	1369.87	1350.84	1354.51	8121606	4719178240.00
2004/08/17	1354.38	1364.41	1344.81	1360.20	7568852	4745609216.00
2004/08/18	1359.87	1371.23	1357.03	1358.22	7980519	5141436928.00
2004/08/19	1357.23	1357.27	1333.48	1340.45	8623672	5137114624.00
2004/08/20	1338.31	1349.47	1327.77	1341.74	8835866	4986079744.00
2004/08/23	1339.93	1339.94	1322.98	1325.41	6770421	3964251136.00
2004/08/24	1323.79	1347.15	1317.56	1344.63	10166386	5484376064.00
2004/08/25	1344.46	1346.97	1334.29	1339.78	6879255	3833919232.00
2004/08/26	1339.62	1340.95	1330.22	1334.42	6084274	3515780608.00
2004/08/27	1333.31	1337.73	1314.60	1320.61	7126479	4061753088.00
2004/08/30	1318.32	1322.23	1310.02	1319.41	6289423	3436928512.00
2004/08/31	1342.30	1360.75	1331.76	1342.06	12592352	6943955456.00
2004/09/01	1340.75	1340.77	1319.86	1321.46	6758693	3677390592.00
2004/09/02	1319.07	1328.61	1303.19	1327.93	9207820	4861988864.00
2004/09/03	1327.81	1333.22	1319.82	1327.12	8206269	4111096064.00
2004/09/06	1326.46	1326.87	1315.96	1321.46	6085463	3216238336.00
2004/09/07	1321.21	1325.68	1312.31	1324.29	6308507	3215601152.00
2004/09/08	1322.84	1323.26	1302.11	1309.33	8600496	4076817408.00
2004/09/09	1307.47	1307.47	1281.75	1284.31	8667538	4464118784.00
2004/09/10	1281.58	1287.75	1270.94	1287.08	6512138	3398917120.00
2004/09/13	1285.32	1285.32	1259.43	1260.32	7293314	3844096000.00
2004/09/14	1266.23	1305.73	1266.23	1300.36	13197996	7007988736.00
2004/09/15	1303.29	1374.04	1301.38	1355.23	30964442	17144889344.00
2004/09/16	1364.25	1377.99	1354.20	1371.20	24053605	13565218816.00
2004/09/17	1373.50	1415.64	1368.54	1414.70	33018703	18987692032.00
2004/09/20	1423.97	1463.79	1422.90	1463.22	44940846	26526601216.00
2004/09/21	1466.20	1467.54	1436.51	1448.56	38403422	22673551360.00
2004/09/22	1444.25	1451.41	1414.70	1420.15	32238924	19653058560.00
2004/09/23	1417.39	1464.98	1408.61	1464.78	23744934	14807842816.00
2004/09/24	1475.09	1496.21	1434.31	1435.56	43475627	28871991296.00
2004/09/27	1452.51	1466.40	1419.31	1427.40	21099196	13007545344.00
2004/09/28	1430.22	1438.05	1416.60	1435.59	15027514	9323324416.00
2004/09/29	1436.71	1438.98	1417.83	1420.01	14036572	8741385216.00
2004/09/30	1418.11	1420.05	1390.68	1396.70	13680023	8289274368.00
2004/10/08	1395.67	1423.20	1373.93	1422.93	14713404	9452083200.00
2004/10/11	1424.22	1437.57	1409.22	1413.15	24349114	16520343552.00
2004/10/12	1410.61	1410.61	1380.69	1384.44	17897218	11633364992.00
2004/10/13	1382.36	1393.65	1372.06	1386.72	14962308	9840269312.00
2004/10/14	1386.86	1387.36	1331.13	1332.94	18350574	11741983744.00
2004/10/15	1328.47	1340.12	1312.55	1330.52	14361617	9018067968.00
2004/10/18	1332.52	1341.78	1316.32	1335.39	10658640	6842573312.00
2004/10/19	1339.06	1361.81	1334.46	1337.62	13779577	8497547264.00
2004/10/20	1337.71	1337.71	1311.88	1330.58	12399703	7643656192.00
2004/10/21	1331.22	1340.96	1304.54	1310.55	17102048	10720883712.00
2004/10/22	1310.85	1330.56	1294.04	1329.35	18726338	11676886016.00
2004/10/25	1337.25	1346.88	1308.89	1311.15	18448539	11873248256.00
2004/10/26	1309.62	1325.20	1289.87	1324.78	17882861	11024253952.00
2004/10/27	1326.92	1343.03	1314.87	1342.80	21662050	13025434624.00
2004/10/28	1340.81	1356.63	1336.75	1341.74	20597370	12316170240.00
2004/10/29	1316.60	1337.28	1304.07	1320.54	18777589	11276840960.00
2004/11/01	1317.66	1323.10	1304.29	1305.29	12590679	7261628928.00
2004/11/02	1303.88	1306.28	1290.99	1301.53	11549233	6751826432.00
2004/11/03	1304.57	1327.50	1301.32	1326.75	13934924	8456573440.00
2004/11/04	1328.11	1338.26	1301.36	1304.78	14588004	8797080576.00
2004/11/05	1308.65	1315.94	1298.71	1305.13	10552211	6296389632.00
2004/11/08	1303.52	1307.62	1292.91	1304.23	7874664	4432615936.00
2004/11/09	1304.37	1313.15	1299.94	1307.43	7610018	4304997888.00
2004/11/10	1310.32	1360.71	1302.70	1354.39	24386782	14177614848.00
2004/11/11	1358.65	1379.86	1346.03	1347.07	28580157	16885109760.00
2004/11/12	1346.84	1360.33	1341.12	1352.22	16279325	9528609792.00
2004/11/15	1354.48	1370.62	1354.48	1370.05	14980888	8982784000.00
2004/11/16	1372.58	1376.19	1361.28	1370.39	14776741	8660352000.00
2004/11/17	1370.70	1370.79	1350.52	1356.14	12749822	7630051328.00
2004/11/18	1353.50	1368.06	1352.89	1367.83	12232058	7361439744.00
2004/11/19	1369.81	1380.08	1365.24	1379.96	15167137	8746693632.00
2004/11/22	1381.58	1387.34	1374.41	1383.02	18855877	10434707456.00
2004/11/23	1383.53	1383.79	1368.14	1371.24	18174060	10174873600.00
2004/11/24	1371.32	1380.77	1358.45	1359.13	17432962	9843335168.00
2004/11/25	1358.41	1362.16	1348.41	1358.33	14374871	7827282432.00
2004/11/26	1357.54	1362.49	1354.80	1356.73	11317103	6187469312.00
2004/11/29	1354.57	1354.57	1335.61	1337.43	11780766	6208421376.00
2004/11/30	1336.00	1341.48	1332.29	1340.77	10219040	5546089472.00
2004/12/01	1340.92	1342.55	1332.97	1334.94	10243622	5848968192.00
2004/12/02	1333.57	1334.06	1324.55	1333.09	13502830	7766129152.00
2004/12/03	1333.01	1343.71	1332.86	1337.20	14085162	8244573184.00
2004/12/06	1337.81	1342.83	1327.38	1339.64	11115163	6360079360.00
2004/12/07	1339.82	1340.88	1322.82	1323.75	10742865	5997497344.00
2004/12/08	1331.28	1337.87	1322.05	1326.44	9061209	4964248576.00
2004/12/09	1326.74	1352.45	1318.47	1338.81	16127007	8397698560.00
2004/12/10	1336.63	1340.36	1316.64	1317.72	11620000	6321974272.00
2004/12/13	1312.60	1314.40	1299.80	1309.69	9060142	4896391680.00
2004/12/14	1309.07	1315.89	1303.15	1307.55	8869243	4713497600.00
2004/12/15	1307.34	1317.82	1291.85	1313.05	12590300	6603170816.00
2004/12/16	1311.03	1317.62	1302.48	1305.02	10335441	5159519232.00
2004/12/17	1303.94	1303.94	1288.24	1290.49	8420392	4287834880.00
2004/12/20	1286.07	1286.07	1272.15	1275.46	8866452	4662348800.00
2004/12/21	1275.09	1285.70	1271.03	1275.17	7539937	3773511168.00
2004/12/22	1277.18	1307.73	1275.06	1307.57	14110557	7427507200.00
2004/12/23	1308.58	1308.59	1280.72	1282.72	8973190	4954196992.00
2004/12/24	1281.32	1290.66	1280.38	1285.04	7674262	4319338496.00
2004/12/27	1285.41	1292.31	1276.73	1280.27	7815659	4214836224.00
2004/12/28	1280.93	1283.63	1271.91	1278.94	8555038	4374934016.00
2004/12/29	1278.69	1285.55	1270.89	1274.31	9222039	4803606528.00
2004/12/30	1273.15	1280.57	1264.15	1273.71	9623304	5072926208.00
2004/12/31	1275.39	1280.83	1264.49	1266.50	9218450	4756548096.00
2005/01/04	1260.78	1260.78	1238.18	1242.77	8713300	4457395712.00
2005/01/05	1241.68	1258.58	1235.75	1251.94	9154315	4950790144.00
2005/01/06	1252.49	1252.73	1234.24	1239.43	8350915	4411867648.00
2005/01/07	1239.32	1256.31	1235.51	1244.75	9321671	5066913280.00
2005/01/10	1243.58	1252.72	1236.09	1252.40	7622100	4145556480.00
2005/01/11	1252.71	1260.87	1247.83	1257.46	8071910	4392186368.00
2005/01/12	1257.17	1257.19	1246.42	1256.92	7141222	3826041856.00
2005/01/13	1255.72	1259.50	1251.02	1256.31	9202209	5036457984.00
2005/01/14	1255.87	1268.86	1243.87	1245.62	10414686	5309141504.00
2005/01/17	1235.57	1236.40	1214.06	1216.65	10531618	5469452800.00
2005/01/18	1215.78	1226.04	1207.05	1225.45	10660165	5326858752.00
2005/01/19	1225.07	1225.07	1214.64	1218.11	9698799	4700638208.00
2005/01/20	1213.37	1213.96	1199.17	1204.39	10775548	5415349248.00
2005/01/21	1201.93	1237.91	1189.21	1234.48	17712087	9052332032.00
2005/01/24	1258.02	1265.95	1239.80	1255.78	18721981	9834551296.00
2005/01/25	1252.35	1254.87	1239.16	1254.23	12184068	6463956480.00
2005/01/26	1252.37	1254.23	1240.13	1241.96	9985032	5374395392.00
2005/01/27	1239.58	1241.14	1223.88	1225.89	9823237	4981998592.00
2005/01/28	1223.73	1226.30	1208.86	1213.67	8492920	4220704512.00
2005/01/31	1210.76	1210.76	1190.17	1191.82	9631524	4703524864.00
2005/02/01	1189.50	1203.07	1187.26	1188.93	9950608	4946929152.00
2005/02/02	1189.50	1253.16	1189.50	1252.50	20359136	10482972672.00
2005/02/03	1253.81	1269.16	1236.18	1242.31	21344430	10959065088.00
2005/02/04	1238.61	1274.11	1235.64	1269.00	17888626	9722636288.00
2005/02/16	1276.02	1291.46	1270.32	1278.88	15495546	8051410944.00
2005/02/17	1280.03	1280.03	1263.71	1276.13	11758896	6139561984.00
2005/02/18	1275.66	1278.62	1258.56	1258.97	11168799	5818373632.00
2005/02/21	1259.53	1284.94	1259.51	1284.48	13208711	6975972864.00
2005/02/22	1285.63	1312.53	1282.78	1309.28	23754829	12851517440.00
2005/02/23	1309.62	1316.59	1299.15	1309.47	37516656	14854311936.00
2005/02/24	1307.04	1310.97	1296.98	1309.95	25144255	11784628224.00
2005/02/25	1311.37	1328.53	1311.20	1312.44	29964602	14482598912.00
2005/02/28	1311.44	1315.14	1298.93	1306.00	20024188	10443370496.00
2005/03/01	1305.25	1308.76	1295.64	1303.41	16556229	8196615168.00
2005/03/02	1303.31	1316.72	1285.92	1287.45	21793505	11012411392.00
2005/03/03	1285.20	1295.25	1276.88	1294.34	14283461	7099432448.00
2005/03/04	1294.16	1299.60	1286.48	1287.71	12677368	6404050944.00
2005/03/07	1288.41	1296.88	1287.74	1293.74	12321073	6412143104.00
2005/03/08	1298.25	1318.90	1296.91	1318.27	21855229	11481853952.00
2005/03/09	1321.21	1326.08	1310.23	1316.79	23269382	12449567744.00
2005/03/10	1316.90	1316.90	1282.53	1286.23	22283552	10900465664.00
2005/03/11	1284.51	1292.53	1278.15	1289.94	17025294	9203747840.00
2005/03/14	1288.98	1304.11	1271.51	1293.50	22120362	12245028864.00
2005/03/15	1293.13	1293.26	1266.64	1269.14	19599457	9995649024.00
2005/03/16	1267.05	1268.19	1247.89	1255.59	16746570	8573462528.00
2005/03/17	1255.98	1257.79	1242.51	1243.47	14868698	7966730752.00
2005/03/18	1242.45	1248.03	1223.61	1227.40	15380512	7572716544.00
2005/03/21	1226.14	1232.82	1220.82	1231.05	11472605	5933418496.00
2005/03/22	1230.68	1231.68	1202.43	1206.92	16952365	8325687296.00
2005/03/23	1205.76	1218.01	1194.32	1201.65	15677028	8021647360.00
2005/03/24	1200.26	1208.61	1187.58	1208.19	13225208	6833315840.00
2005/03/25	1207.20	1211.16	1199.87	1205.63	13638596	5364521472.00
2005/03/28	1204.85	1204.85	1185.46	1200.11	10955729	5049234432.00
2005/03/29	1199.69	1209.23	1194.59	1195.02	12594848	5438674432.00
2005/03/30	1192.45	1192.45	1171.81	1172.57	17060469	6566130688.00
2005/03/31	1168.83	1181.53	1162.03	1181.24	13240887	5578809344.00
2005/04/01	1180.37	1237.80	1173.54	1223.57	26272041	11313619968.00
2005/04/04	1212.12	1218.28	1196.94	1202.97	17222828	8213719552.00
2005/04/05	1200.69	1209.34	1189.26	1191.74	13850032	6615976448.00
2005/04/06	1191.20	1220.42	1183.91	1214.87	20359888	10199033856.00
2005/04/07	1216.73	1248.06	1213.65	1225.49	29172176	14504883200.00
2005/04/08	1225.05	1249.20	1218.76	1248.52	21170304	10350754816.00
2005/04/11	1248.15	1252.81	1235.36	1240.97	21966194	11237908480.00
2005/04/12	1239.13	1239.13	1218.51	1219.51	16030076	7831029760.00
2005/04/13	1228.97	1254.32	1228.97	1248.20	24752143	11481073664.00
2005/04/14	1252.21	1253.60	1233.24	1234.33	18351920	8831987712.00
2005/04/15	1229.68	1229.68	1213.20	1216.96	17853498	8084051456.00
2005/04/18	1212.39	1212.39	1190.98	1197.73	13830402	6464768512.00
2005/04/19	1196.28	1202.49	1191.23	1199.90	12276859	6209199616.00
2005/04/20	1198.96	1198.96	1178.64	1184.19	13938918	6150455296.00
2005/04/21	1182.20	1190.54	1167.99	1172.56	16416224	7310745088.00
2005/04/22	1171.03	1177.89	1163.40	1169.19	16595271	7498870784.00
2005/04/25	1166.34	1166.34	1146.41	1157.97	17354582	7200084480.00
2005/04/26	1155.64	1169.15	1151.64	1165.33	16748787	7420841984.00
2005/04/27	1165.10	1166.20	1148.14	1148.76	16355237	7294192640.00
2005/04/28	1145.75	1172.71	1135.73	1169.12	21215137	9336227840.00
2005/04/29	1168.33	1170.20	1155.98	1159.15	16816459	7562747392.00
2005/05/09	1160.62	1165.39	1130.41	1130.83	14742221	5849622528.00
2005/05/10	1126.82	1135.80	1108.42	1135.56	17041457	7060629504.00
2005/05/11	1134.59	1140.17	1121.87	1124.27	13582178	5830102528.00
2005/05/12	1122.18	1122.92	1099.84	1103.99	15674281	6754096640.00
2005/05/13	1101.61	1120.17	1093.28	1107.63	16024056	6754902016.00
2005/05/16	1105.40	1105.40	1082.14	1095.47	12414004	5214365184.00
2005/05/17	1091.26	1108.18	1083.94	1099.64	13206388	5470531072.00
2005/05/18	1099.74	1108.84	1090.30	1102.96	12232213	5196636672.00
2005/05/19	1101.75	1107.23	1083.11	1103.47	12519346	5255400448.00
2005/05/20	1100.49	1108.61	1094.67	1099.27	11403248	4653184000.00
2005/05/23	1095.31	1095.31	1069.44	1070.84	12295400	4507503616.00
2005/05/24	1066.00	1078.10	1057.54	1073.85	14061284	5281489408.00
2005/05/25	1072.52	1082.18	1064.88	1072.14	11860549	4636251136.00
2005/05/26	1071.21	1077.44	1055.82	1058.87	11318005	4584254976.00
2005/05/27	1056.32	1068.21	1050.06	1051.95	12846774	5094126080.00
2005/05/30	1049.72	1063.95	1043.28	1060.16	11297208	4273410816.00
